"","EDCS-ID","province","place","start_yr","end_yr_1","inscr_type1","inscr_type2","inscr_type3","inscr_type4","inscr_type5","inscription","clean_text_interpretive_word","language","Latitude","Longitude","Material"
"420","EDCS-12100368","Sardinia","Casteddu / Cagliari / Carales",101,300,"tituli sepulcrales",NA,NA,NA,NA,"] / annis LIII me(n)si/bus VII diebu(s) XVII / mater filiae be/ne merenti","annis LIII mensibus VII diebus XVII mater filiae bene merenti",NA,"39.2169525","9.1128513",NA
"421","EDCS-12100369","Sardinia","Casteddu / Cagliari / Carales",NA,NA,"tituli sepulcrales",NA,NA,NA,NA,"] an(no)s(?) / [3 fi]lio(?) b(ene) m(erenti)","annos filio bene merenti",NA,"39.2169525","9.1128513",NA
"422","EDCS-12100371","Sardinia","Casteddu / Cagliari / Carales",301,500,"inscriptiones christianae","tituli sepulcrales",NA,NA,NA,"]AIM[3] / [3]EDV[3] / [3]o lect[or","AIM EDV o lector",NA,"39.2169525","9.1128513",NA
"423","EDCS-12100372","Sardinia","Casteddu / Cagliari / Carales",NA,NA,"tituli sepulcrales",NA,NA,NA,NA,"] d(iebus) XXVII [3] / [3]tro [3] / [3] et m[","diebus XXVII tro et m",NA,"39.2169525","9.1128513",NA
"424","EDCS-12100373","Sardinia","Casteddu / Cagliari / Carales",NA,NA,"tituli sepulcrales",NA,NA,NA,NA,"]A / [3] vix(it) an(nos) / [3]EBAT[","A vixit annos EBAT",NA,"39.2169525","9.1128513",NA
"425","EDCS-12100374","Sardinia","Casteddu / Cagliari / Carales",NA,NA,"tituli sepulcrales",NA,NA,NA,NA,"]SA / [3]IV / [3]I d(ies) X / [","SA IV I dies X",NA,"39.2169525","9.1128513",NA
"426","EDCS-12100376","Sardinia","Casteddu / Cagliari / Carales",NA,NA,"tituli sepulcrales",NA,NA,NA,NA,"D(is) [M(anibus)] / Capri[3] / D[","Dis Manibus Capri D",NA,"39.2169525","9.1128513",NA
"427","EDCS-12100377","Sardinia","Casteddu / Cagliari / Carales",101,300,"tituli sepulcrales",NA,NA,NA,NA,"[D(is)] M(anibus) / [3]bilis [","Dis Manibus bilis",NA,"39.2169525","9.1128513",NA
"428","EDCS-12100379","Sardinia","Casteddu / Cagliari / Carales",NA,NA,"tituli sepulcrales",NA,NA,NA,NA,"D(is) [M(anibus)] / [3 F]amin[i","Dis Manibus Famini",NA,"39.2169525","9.1128513",NA
"429","EDCS-12100382","Sardinia","Casteddu / Cagliari / Carales",401,500,"inscriptiones christianae","tituli sepulcrales",NA,NA,NA,"Bon(a)e memori(a)e Io/misus clericus qu/i ixit annis XLV r/equievit in pace /  K(alendas) Noe(mbres)","Bonae memoriae Iomisus clericus qui ixit annis XLV requievit in pace Kalendas Noembres",NA,"39.2169525","9.1128513",NA
"430","EDCS-12100383","Sardinia","Casteddu / Cagliari / Carales",401,500,"inscriptiones christianae","tituli sepulcrales",NA,NA,NA,"B(onae) m(emoriae) Ionisus clericus qu/i vixit annis XLV dep/ositus  K(a)l(endas) Noe(mbres) // B(onae) m(emoriae) Dulcitia qui vixit / annis LXX deposita ter(tium) Idus Febr(uari)as / (ui)est in pace","Bonae memoriae Ionisus clericus qui vixit annis XLV depositus Kalendas Noembres Bonae memoriae Dulcitia qui vixit annis LXX deposita tertium Idus Februarias uiest in pace",NA,"39.2169525","9.1128513",NA
"431","EDCS-12100384","Sardinia","Casteddu / Cagliari / Carales",401,600,"inscriptiones christianae","tituli sepulcrales",NA,NA,NA,"]il vid[uavit(?) 3] / [3] requieit in pac[e 3] / [3]s Iunias indi(c)tio[ne","il viduavit requieit in pace s Iunias indictione",NA,"39.2169525","9.1128513",NA
"432","EDCS-12100385","Sardinia","Casteddu / Cagliari / Carales",171,300,"tituli sepulcrales",NA,NA,NA,NA,"D(is) M(anibus) Aeliae / Bonaviae / vix(it) an(nos) VI / me(nses) IIII die(s) / XII Aelia / Nereis alu/mnae f(ecit)","Dis Manibus Aeliae Bonaviae vixit annos VI menses IIII dies XII Aelia Nereis alumnae fecit",NA,"39.2169525","9.1128513",NA
"433","EDCS-12100386","Sardinia","Casteddu / Cagliari / Carales",201,330,"tituli sepulcrales",NA,NA,NA,NA,"]A[3 A]ntonius / [3]s maritus co/[niugi c]arissim(a)e et Ant/[onius 3]ricini[3 fili]us(?) / b(ene) m(erenti)","A Antonius s maritus coniugi carissimae et Antonius ricini filius bene merenti",NA,"39.2169525","9.1128513",NA
"434","EDCS-12100388","Sardinia","Casteddu / Cagliari / Carales",401,600,"inscriptiones christianae","tituli sepulcrales",NA,NA,NA,"] Celius qui vixit a[n(nos) 3] / [3 quie]vit in pace XIIII K(alendas) [3] / [3] IIII [3] / [3]r qui ixit annis [3] / [3 Fort]unatus qui vix[it","Celius qui vixit annos quievit in pace XIIII Kalendas IIII r qui ixit annis Fortunatus qui vixit",NA,"39.2169525","9.1128513",NA
"435","EDCS-12100389","Sardinia","Casteddu / Cagliari / Carales",301,500,"tituli sacri","tituli sepulcrales",NA,NA,NA,"Puero innocenti E/ytychio(!) filio dulcissi/mo pater Eutychian/us mater Felicissima / contra votum fecer/unt qui ixit ann(os) / XXI me(n)ses VI dies XIIII","Puero innocenti Eytychio filio dulcissimo pater Eutychianus mater Felicissima contra votum fecerunt qui ixit annos XXI menses VI dies XIIII",NA,"39.2169525","9.1128513",NA
"436","EDCS-12100390","Sardinia","Casteddu / Cagliari / Carales",401,600,"inscriptiones christianae","tituli sepulcrales",NA,NA,NA,"Hic iacet b(onae) m(emoriae) / Faustina qui ixi/t an(nos) pl(us) m(inus) XXII req/uieit in pace su(b) d(ie) / II Id(us) Oct(o)b(res) in(dictione) XIIII","Hic iacet bonae memoriae Faustina qui ixit annos plus minus XXII requieit in pace sub die II Idus Octobres indictione XIIII",NA,"39.2169525","9.1128513",NA
"437","EDCS-12100391","Sardinia","Casteddu / Cagliari / Carales",271,330,"tituli sepulcrales",NA,NA,NA,NA,"Q(uintus) Flav[ius 3]/tus et [3]/tor Me[3 fece]/runt sib[i posteris]/que suis","Quintus Flavius tus et tor Me fecerunt sibi posteris que suis",NA,"39.2169525","9.1128513",NA
"438","EDCS-12100392","Sardinia","Casteddu / Cagliari / Carales",401,500,"inscriptiones christianae","tituli sepulcrales",NA,NA,NA,"[B(onae) m(emoriae) Vi/[3] et digno / [3 v]iro / [3] Herennio / [3] vixit an(nos) XXXVI / [me]n(ses) IIII [d(ies)] XV / [requievit i]n pace / [","Bonae memoriae Vi et digno viro Herennio vixit annos XXXVI menses IIII dies XV requievit in pace",NA,"39.2169525","9.1128513",NA
"439","EDCS-12100393","Sardinia","Casteddu / Cagliari / Carales",201,300,"tituli sepulcrales",NA,NA,NA,NA,"Hilarino / co(n)iugi / Salvia Pri/ma","Hilarino coniugi Salvia Prima",NA,"39.2169525","9.1128513",NA
"440","EDCS-12100394","Sardinia","Casteddu / Cagliari / Carales",331,370,"tituli sacri","tituli sepulcrales",NA,NA,NA,"Bonae (me)moriae homi/ni bono Ireneo rari / exempli qui vixit annis / XLVI m(ensibus) VIII d(iebus) XVIII h(oris) V Per/petua marito incompa/rabili et Ireneus pa/tri contra votum fe/cerunt","Bonae memoriae homini bono Ireneo rari exempli qui vixit annis XLVI mensibus VIII diebus XVIII horis V Perpetua marito incomparabili et Ireneus patri contra votum fecerunt",NA,"39.2169525","9.1128513",NA
"441","EDCS-12100398","Sardinia","Casteddu / Cagliari / Carales",401,600,"inscriptiones christianae","tituli sepulcrales",NA,NA,NA,"Hic iacet b(onae) m(emoriae) Io/hannacius qui / iit annis p(lus) m(inus) / XXXIII requieit / in pace sub d(ie) p/rid(ie) N(o)n(as) Iulias in/d(ictione) prim","Hic iacet bonae memoriae Iohannacius qui iit annis plus minus XXXIII requieit in pace sub die pridie Nonas Iulias indictione prim",NA,"39.2169525","9.1128513",NA
"442","EDCS-12100399","Sardinia","Casteddu / Cagliari / Carales",534,600,"inscriptiones christianae","tituli sepulcrales",NA,NA,NA,"Hic requiesc(it) bon(a)e me/m(o)r(iae) Iohannes filius quo/nd(am) b(o)n(ae) m(emoriae) Iohanne ex / tribun qui ixit an/nos plus m(i)n(u)s n(umero) XXVI / requieit in pace sub d(ie) / ice{n}sima quinta men(se) Septembri ind(ictione) decima","Hic requiescit bonae memoriae Iohannes filius quondam bonae memoriae Iohanne ex tribun qui ixit annos plus minus numero XXVI requieit in pace sub die icesima quinta mense Septembri indictione decima",NA,"39.2169525","9.1128513",NA
"443","EDCS-12100400","Sardinia","Casteddu / Cagliari / Carales",401,600,"inscriptiones christianae","tituli sepulcrales",NA,NA,NA,"Hic iacet b(onae) m(emoriae) Laurentius qui vixit ann(os) pl(us) m(inus) XXXX quie(it) in pace s(ub) d(ie) / Id(ibus) No(embribus) // Hic iacet b(onae) m(emoriae) Agnes qui vixit ann(os) pl(us) m(inus) LXX quievit in / pace sub d(ie) X K(a)l(endas) A(u)gust(as) // B(onae) m(emoriae) Dominica qui vixit annis / XI quieit in pace s(ub) d(ie) K(a)l(endis) Iul(iis) ind(ictione) q(uarta)","Hic iacet bonae memoriae Laurentius qui vixit annos plus minus XXXX quieit in pace sub die Idibus Noembribus Hic iacet bonae memoriae Agnes qui vixit annos plus minus LXX quievit in pace sub die X Kalendas Augustas Bonae memoriae Dominica qui vixit annis XI quieit in pace sub die Kalendis Iuliis indictione quarta",NA,"39.2169525","9.1128513",NA
"444","EDCS-12100401","Sardinia","Casteddu / Cagliari / Carales",401,600,"inscriptiones christianae","tituli sepulcrales",NA,NA,NA,"Hic requiescit bon(a)e mem(oriae) / Menas notar(ius) subregiona/rius s(an)c(t)ae Rom(anae) eccl(esiae) et rec(tor) qui vixit plus min(us) ann(os) qua/dragint(a) requievit in / pac(e) sub d(ie) prid(ie) Id(us) Februar(ias) / ind(ictione) prima","Hic requiescit bonae memoriae Menas notarius subregionarius sanctae Romanae ecclesiae et rector qui vixit plus minus annos quadraginta requievit in pace sub die pridie Idus Februarias indictione prima",NA,"39.2169525","9.1128513",NA
"445","EDCS-12100402","Sardinia","Casteddu / Cagliari / Carales",401,500,"inscriptiones christianae","tituli sepulcrales",NA,NA,NA,"B(onae) m(emoriae) Merula qui(!) vixit / an(n)os plus minus LXXX / deposita V K(alendas) A(u)gustas","Bonae memoriae Merula qui vixit annos plus minus LXXX deposita V Kalendas Augustas",NA,"39.2169525","9.1128513",NA
"446","EDCS-12100403","Sardinia","Casteddu / Cagliari / Carales",401,500,"inscriptiones christianae","tituli sepulcrales",NA,NA,NA,"Hi iacet dolor parentum / b(o)n(ae) m(emoriae) Ianuarius qui iit annis / plus minus XXV requieit / in pace su(b) d(ie) III Kal(endas) Ianuarias // ]mentes / [3]estus / [3]op[3] matris / [3]epe[3]ri / [3]ve[3] annos / [3]ve perenne","Hi iacet dolor parentum bonae memoriae Ianuarius qui iit annis plus minus XXV requieit in pace sub die III Kalendas Ianuarias mentes estus op matris epe ri ve annos ve perenne",NA,"39.2169525","9.1128513",NA
"447","EDCS-12100404","Sardinia","Casteddu / Cagliari / Carales",301,500,"inscriptiones christianae","tituli sepulcrales",NA,NA,NA,"B(onae) m(emoriae) Restituta / [3 a]nnis pl[us] m[inus] XXVIIII re/[quievit in] pace su d(ie) XX / [3] qui iit annis pl(us) [m(inus) 3] / qui{a}eit in pace [3] / Noeb(r)e{r}s","Bonae memoriae Restituta annis plus minus XXVIIII requievit in pace su die XX qui iit annis plus minus quieit in pace Noebres",NA,"39.2169525","9.1128513",NA
"448","EDCS-12100406","Sardinia","Casteddu / Cagliari / Carales",401,500,"carmina","inscriptiones christianae","tituli sepulcrales",NA,NA,"] quiescit stemmate Taurus / [3] semper ad astra ferent / [3] primum provincia(m) c{a}epit // quievit in pace prid[ie 3] / [3 pi]etatis exemplum vixit annis [3]","quiescit stemmate Taurus semper ad astra ferent primum provinciam cepit quievit in pace pridie pietatis exemplum vixit annis",NA,"39.2169525","9.1128513",NA
"449","EDCS-12100407","Sardinia","Casteddu / Cagliari / Carales",401,600,"inscriptiones christianae","tituli sepulcrales",NA,NA,NA,"Hic iacet b(onae) m(emoriae) Thed/ote qui iit an/nis pl(us) m(i)n(us) XVII re/quieit in pace / su(b) d(ie) VII Kalendas / Septemb(res) ind(ictione) / secund(a)","Hic iacet bonae memoriae Thedote qui iit annis plus minus XVII requieit in pace sub die VII Kalendas Septembres indictione secunda",NA,"39.2169525","9.1128513",NA
"450","EDCS-12100408","Sardinia","Casteddu / Cagliari / Carales",231,330,"tituli sepulcrales",NA,NA,NA,NA,"]us / [3]us qui / [vixit(?) a]nnos XIII / [3]X Verati/[","us us qui vixit annos XIII X Verati",NA,"39.2169525","9.1128513",NA
"451","EDCS-12100409","Sardinia","Casteddu / Cagliari / Carales",401,600,"inscriptiones christianae","tituli sepulcrales",NA,NA,NA,"Hic iacet b(onae) m(emoriae) Vitalis [qui vi]/it annis pl(u)s m(inu)s XVII quiev[it in] / pace su(b) d(ie) VI Id(u)s Ianuaria(s) // Hic iacet b(onae) m(emoriae) Mu/sa qui ixit anni[s plu]/s minus XLV requie/it in pace s(ub) d(ie) VII I(dus) / Apriles in[d(ictione) 3]","Hic iacet bonae memoriae Vitalis qui viit annis plus minus XVII quievit in pace sub die VI Idus Ianuarias Hic iacet bonae memoriae Musa qui ixit annis plus minus XLV requieit in pace sub die VII Idus Apriles indictione",NA,"39.2169525","9.1128513",NA
"452","EDCS-12100410","Sardinia","Casteddu / Cagliari / Carales",201,330,"tituli sepulcrales",NA,NA,NA,NA,"D(is) M(anibus) / [3]ubio Pauli/[3 v(ixit)] a(nnos) LXVII m(enses) / [","Dis Manibus ubio Pauli vixit annos LXVII menses",NA,"39.2169525","9.1128513",NA
"453","EDCS-12100411","Sardinia","Casteddu / Cagliari / Carales",301,500,"tituli sepulcrales",NA,NA,NA,NA,"]lis Memor[3] / [3 hi]c situs est c[3] / [3] Peregrin(us) c[3] / [3]dum ricre[3] / [3]L dep(ositus) [ // ]pe[3]i[3] / [3]nde [3] / [3 h]umanita[te(?) 3] / [3] vestror[um 3] / [3] vixit an[nos 3] / [3] d(iebus) II [ // ]spr[3] / [3] vixit an[nos 3] / [3]I[1]II / [","lis Memor hic situs est c Peregrinus c dum ricre L depositus pe i nde humanitate vestrorum vixit annos diebus II spr vixit annos I II",NA,"39.2169525","9.1128513",NA
"454","EDCS-12100412","Sardinia","Casteddu / Cagliari / Carales",NA,NA,"tituli sepulcrales",NA,NA,NA,NA,"] annis VII[3] / [3] Ianuarius [","annis VII Ianuarius",NA,"39.2169525","9.1128513",NA
"455","EDCS-12100413","Sardinia","Casteddu / Cagliari / Carales",NA,NA,"tituli sepulcrales",NA,NA,NA,NA,"]RECRE[3] / R{a}eceptu[s 3] / [3]TIV[","RECRE Receptus TIV",NA,"39.2169525","9.1128513",NA
"456","EDCS-12100414","Sardinia","Casteddu / Cagliari / Carales",NA,NA,"tituli sepulcrales",NA,NA,NA,NA,"]RIETVI[3] / [3]VM QV[3] / [3] ni(hi)l prod[est] / [3] putatu[r] / [3]INT[","RIETVI VM QV nihil prodest putatur INT",NA,"39.2169525","9.1128513",NA
"457","EDCS-12100415","Sardinia","Casteddu / Cagliari / Carales",401,500,"tituli sepulcrales",NA,NA,NA,NA,"In [3] / quid II[3] / sibiqu[e","In quid II sibi que",NA,"39.2169525","9.1128513",NA
"458","EDCS-12100416","Sardinia","Casteddu / Cagliari / Carales",301,500,"inscriptiones christianae","tituli sepulcrales",NA,NA,NA,"]V vixit ann(os) [3] / [3 Ka]l(endas) Septem(bres) in[3] / [3]us [3] requieit in [pace","V vixit annos Kalendas Septembres in us requieit in pace",NA,"39.2169525","9.1128513",NA
"459","EDCS-12100417","Sardinia","Casteddu / Cagliari / Carales",533,600,"inscriptiones christianae","tituli sepulcrales",NA,NA,NA,"]NESIN[3] / [3]BS XV[3] / [3] ind(ictione) ter[tia 3] / [3]R[","NESIN BS XV indictione tertia R",NA,"39.2169525","9.1128513",NA
"460","EDCS-12100418","Sardinia","Casteddu / Cagliari / Carales",NA,NA,"tituli sepulcrales",NA,NA,NA,NA,"]XI[","XI",NA,"39.2169525","9.1128513",NA
"461","EDCS-12100419","Sardinia","Casteddu / Cagliari / Carales",101,300,"tituli sepulcrales",NA,NA,NA,NA,"] P(ublio) / Pomp() Entimo vix(it) / ann(os) LI m(ensem) I d(ies) X et / Antoniae q(uae) vix(it) / ann(os) IX m(enses) V d(ies) XI / Hermes alumnus / patr(onis) piissimis / [","Publio Pomp Entimo vixit annos LI mensem I dies X et Antoniae quae vixit annos IX menses V dies XI Hermes alumnus patronis piissimis",NA,"39.2169525","9.1128513",NA
"462","EDCS-12100420","Sardinia","Casteddu / Cagliari / Carales",301,500,"tituli sepulcrales",NA,NA,NA,NA,"] / vixit ann[os 3] / menses III d(ies) [","vixit annos menses III dies",NA,"39.2169525","9.1128513",NA
"463","EDCS-12100421","Sardinia","Casteddu / Cagliari / Carales",NA,NA,"tituli sepulcrales",NA,NA,NA,NA,"qu]i vixit [3] / [3]GS[3] / [3 q]ui vixit [3] / [3]XV[","qui vixit GS qui vixit XV",NA,"39.2169525","9.1128513",NA
"464","EDCS-12100422","Sardinia","Casteddu / Cagliari / Carales",NA,NA,"tituli sepulcrales",NA,NA,NA,NA,"]atus[3] / [3]MORV[","atus MORV",NA,"39.2169525","9.1128513",NA
"465","EDCS-12100423","Sardinia","Casteddu / Cagliari / Carales",301,500,"inscriptiones christianae","tituli sepulcrales",NA,NA,NA,"requ]ieit in [pace 3] / [3] Iunias","requieit in pace Iunias",NA,"39.2169525","9.1128513",NA
"466","EDCS-12100424","Sardinia","Casteddu / Cagliari / Carales",301,500,"inscriptiones christianae","tituli sepulcrales",NA,NA,NA,"r]equievit [","requievit",NA,"39.2169525","9.1128513",NA
"467","EDCS-12100425","Sardinia","Casteddu / Cagliari / Carales",401,500,"inscriptiones christianae","tituli sepulcrales",NA,NA,NA,"]SES[3] / [3] pace d(ie) [3] / [3]III Ka[lendas","SES pace die III Kalendas",NA,"39.2169525","9.1128513",NA
"468","EDCS-12100426","Sardinia","Casteddu / Cagliari / Carales",301,500,"inscriptiones christianae","tituli sepulcrales",NA,NA,NA,"requiev]it in [pace 3] / [3]nia [","requievit in pace nia",NA,"39.2169525","9.1128513",NA
"469","EDCS-12100427","Sardinia","Casteddu / Cagliari / Carales",301,500,"inscriptiones christianae","tituli sepulcrales",NA,NA,NA,"]RO[3] / [3]SIT[3] / [3 plu]s mi[nus 3] / [3]SBSIT[","RO SIT plus minus SBSIT",NA,"39.2169525","9.1128513",NA
"470","EDCS-12100434","Sardinia","Casteddu / Cagliari / Carales",101,300,"tituli sepulcrales",NA,NA,NA,NA,"[D(is)] M(anibus) / [3]MERI / [","Dis Manibus MERI",NA,"39.2169525","9.1128513",NA
"471","EDCS-12100435","Sardinia","Casteddu / Cagliari / Carales",NA,NA,"tituli sepulcrales",NA,NA,NA,NA,"]C[3] / [3 con]iugi [3] / [3]ISNON[","C coniugi ISNON",NA,"39.2169525","9.1128513",NA
"472","EDCS-12100437","Sardinia","Casteddu / Cagliari / Carales",401,600,"inscriptiones christianae","tituli sepulcrales",NA,NA,NA,"H]yatius [3] / [3 plu]s minus [3] / [3]CERIS[3] / [3]E[","Hyatius plus minus CERIS E",NA,"39.2169525","9.1128513",NA
"473","EDCS-12800216","Sardinia","Casteddu / Cagliari / Carales",101,200,"tituli sepulcrales",NA,NA,NA,NA,"D(is) M(anibus) / [Va]lerio Fronton[i] / [v(ixit)] ann(um) I m(enses) V d(ies) XX / [Va]lerius Fro[nto] / [m(iles)] cl(assis) pr(aetoriae) Misen(ensis) / [IIII(quadriere)] Minerva pate[r] / [Volu]mnia(?) Flora ma(ter) / [3]issimo fec(erunt)","Dis Manibus Valerio Frontoni vixit annum I menses V dies XX Valerius Fronto miles classis praetoriae Misenensis IIIIquadriere Minerva pater Volumnia Flora mater issimo fecerunt",NA,"39.2169525","9.1128513",NA
"474","EDCS-12100618","Sardinia","Casteddu / Cagliari / Carales",101,200,"tituli sepulcrales",NA,NA,NA,NA,"D(is) M(anibus) / L(ucius) Clodius Fes/tus vix(it) an(nos) / XXXXV fec(it) / L(ucius) Clodius Sa/turnin(us) fi(lius) f(ecit?) / b(ene) m(erenti)","Dis Manibus Lucius Clodius Festus vixit annos XXXXV fecit Lucius Clodius Saturninus filius fecit bene merenti",NA,"39.2169525","9.1128513",NA
"475","EDCS-04900451","Sardinia","Casteddu / Cagliari / Carales",501,600,"inscriptiones christianae","tituli sepulcrales",NA,NA,NA,"Hic iacet B[onifa]/tius(?) r(e)l(igiosus) q(ui) vix[it annos] / plu(s) minus LXX[3] / [i]n pace sub [die] / [q]uintu(m) Idus N[ovembres] / ind[ictione","Hic iacet Bonifatius religiosus qui vixit annos plus minus LXX in pace sub die quintum Idus Novembres indictione",NA,"39.2169525","9.1128513",NA
"476","EDCS-12100646","Sardinia","Casteddu / Cagliari / Carales",231,330,"tituli sepulcrales",NA,NA,NA,NA,"(A)eternae memo/riae senectutis / M(arcus) Decianus Vigio / vixit annis LXXV / m(en)s(i)b(us) VI d(i)eb(us) XVI / (h)oris VI F[1] Ianua/[3 Ia]nuari()","Aeternae memoriae senectutis Marcus Decianus Vigio vixit annis LXXV mensibus VI diebus XVI horis VI F Ianua Ianuari",NA,"39.2169525","9.1128513",NA
"477","EDCS-52600146","Sardinia","Casteddu / Cagliari / Carales",NA,NA,"tituli sepulcrales",NA,NA,NA,NA,"]I[3] / [3 me]renti(?) [3] / [3]LIO / [3]RIBON[3] / [3]AV[","I merenti LIO RIBON AV",NA,"39.2169525","9.1128513",NA
"478","EDCS-70900503","Sardinia","Casteddu / Cagliari / Carales",101,300,"tituli sepulcrales",NA,NA,NA,NA,"] / V[3] / [6] / [3]NIS[3] / [3]tris [3] / b(ene) mere(nti) / fe(cit)","V NIS tris bene merenti fecit",NA,"39.2169525","9.1128513",NA
"479","EDCS-70900502","Sardinia","Casteddu / Cagliari / Carales",NA,NA,"tituli sepulcrales",NA,NA,NA,NA,"]LA[","LA",NA,"39.2169525","9.1128513",NA
"480","EDCS-70900499","Sardinia","Casteddu / Cagliari / Carales",NA,NA,"tituli sepulcrales",NA,NA,NA,NA,"]FE[","FE",NA,"39.2169525","9.1128513",NA
"481","EDCS-70900498","Sardinia","Casteddu / Cagliari / Carales",NA,NA,"tituli sepulcrales",NA,NA,NA,NA,"]AQ[3] / [3]TAC[","AQ TAC",NA,"39.2169525","9.1128513",NA
"482","EDCS-70900497","Sardinia","Casteddu / Cagliari / Carales",NA,NA,"tituli sepulcrales",NA,NA,NA,NA,"]LI[","LI",NA,"39.2169525","9.1128513",NA
"483","EDCS-70900494","Sardinia","Casteddu / Cagliari / Carales",NA,NA,"tituli sepulcrales",NA,NA,NA,NA,"]XIET[3] / [3]VA[3] / [3]IIIP[","XIET VA IIIP",NA,"39.2169525","9.1128513",NA
"484","EDCS-70900495","Sardinia","Casteddu / Cagliari / Carales",NA,NA,"tituli sepulcrales",NA,NA,NA,NA,"vix]it(?) [","vixit",NA,"39.2169525","9.1128513",NA
"485","EDCS-70900496","Sardinia","Casteddu / Cagliari / Carales",NA,NA,"tituli sepulcrales",NA,NA,NA,NA,"Pag(i) / Valent(is?) / p(edes) CCCCLI","Pagi Valentis pedes CCCCLI",NA,"39.2169525","9.1128513","lapis"
"486","EDCS-70900484","Sardinia","Casteddu / Cagliari / Carales",NA,NA,"tituli sepulcrales",NA,NA,NA,NA,"]V[","V",NA,"39.2169525","9.1128513",NA
"487","EDCS-70900485","Sardinia","Casteddu / Cagliari / Carales",NA,NA,"tituli sepulcrales",NA,NA,NA,NA,"] vix(it) a[nnos","vixit annos",NA,"39.2169525","9.1128513",NA
"488","EDCS-70900486","Sardinia","Casteddu / Cagliari / Carales",NA,NA,"tituli sepulcrales",NA,NA,NA,NA,"]LXII [","LXII",NA,"39.2169525","9.1128513",NA
"489","EDCS-72900125","Sardinia","Casteddu / Cagliari / Carales",NA,NA,"tituli sepulcrales",NA,NA,NA,NA,"] vixit [3] / [3]V Kal(endas) Mart(ias) [","vixit V Kalendas Martias",NA,"39.2169525","9.1128513",NA
"490","EDCS-72900126","Sardinia","Casteddu / Cagliari / Carales",NA,NA,"inscriptiones christianae","tituli sepulcrales",NA,NA,NA,"Hic iacet b(onae) m(emoriae) Fel[3] / [3 vix]it annis pl(us) min(us) [3] / [3] in pace sub d(ie) III K(alendas) [","Hic iacet bonae memoriae Fel vixit annis plus minus in pace sub die III Kalendas",NA,"39.2169525","9.1128513",NA
"491","EDCS-72900127","Sardinia","Casteddu / Cagliari / Carales",NA,NA,"tituli sepulcrales",NA,NA,NA,NA,"[3]heunn[1]me[3]u / [3]lieu[3]e / [3]heuaenm[1] f(i)/l(i)u(s) [3] / [3]nne / [3]ceti / [3]ol[3] / [vixit] ann(os) LVII / m(enses) V d(ies) XIII / [3]ne patronia tri / b(ene) m(erenti) f(ecit)","heunn me u lieu e heuaenm filius nne ceti ol vixit annos LVII menses V dies XIII ne patronia tri bene merenti fecit",NA,"39.2169525","9.1128513",NA
"492","EDCS-72900128","Sardinia","Casteddu / Cagliari / Carales",NA,NA,"tituli sepulcrales",NA,NA,NA,NA,"D(is) M(anibus) / Crementius / vixit annis / XVII m(ensibus) II parent/es fecerunt / filio dulcissimo","Dis Manibus Crementius vixit annis XVII mensibus II parentes fecerunt filio dulcissimo",NA,"39.2169525","9.1128513",NA
"493","EDCS-74300217","Sardinia","Casteddu / Cagliari / Carales",301,400,"inscriptiones christianae","tituli sepulcrales",NA,NA,NA,"[3] b(onae) m(emoriae) [","bonae memoriae",NA,"39.2169525","9.1128513",NA
"494","EDCS-74300218","Sardinia","Casteddu / Cagliari / Carales",301,400,"inscriptiones christianae","tituli sepulcrales",NA,NA,NA,"?","",NA,"39.2169525","9.1128513",NA
"495","EDCS-76600119","Sardinia","Casteddu / Cagliari / Carales",401,500,"tituli sepulcrales",NA,NA,NA,NA,"]RLSN[3] / [3] qui vixi[t 3] / [3]CEM D[3] / [3] qui vix[it 3] / [3]s Augu[stas","RLSN qui vixit CEM D qui vixit s Augustas",NA,"39.2169525","9.1128513","lapis"
"496","EDCS-71500103","Sardinia","Casteddu / Cagliari / Carales",401,600,"inscriptiones christianae","tituli sepulcrales",NA,NA,NA,NA,NA,"GR","39.2169525","9.1128513",NA
"497","EDCS-71500104","Sardinia","Casteddu / Cagliari / Carales",401,600,"inscriptiones christianae","tituli sepulcrales",NA,NA,NA,NA,NA,"GR","39.2169525","9.1128513",NA
"498","EDCS-69100276","Sardinia","Casteddu / Cagliari / Carales",301,500,"tituli sepulcrales",NA,NA,NA,NA,"i]ace[t 3] / [3 v]ixi[t","iacet vixit",NA,"39.2169525","9.1128513",NA
"499","EDCS-70500031","Sardinia","Casteddu / Cagliari / Carales",301,500,"inscriptiones christianae","tituli sepulcrales",NA,NA,NA,"]IB[3] / [3]nus [3] / [3] req[uie]/[vit i]n pace [3]","IB nus requievit in pace",NA,"39.2169525","9.1128513",NA
"500","EDCS-04900453","Sardinia","Casteddu / Cagliari / Carales",407,625,"inscriptiones christianae","tituli sepulcrales",NA,NA,NA,"Hic iacet b(onae) m(emoriae) Deusdedit / defensor s(an)c(ta)e ec(c)lesi(a)e Kar(a)l/itan(a)e qui ixit ann(os) plus / minus XLII requieit in p/ace su(b) d(ie) Id(us) Noembres / ind(ictionis) decim(a)e Karalis","Hic iacet bonae memoriae Deusdedit defensor sanctae ecclesiae Karalitanae qui ixit annos plus minus XLII requieit in pace sub die Idus Noembres indictionis decimae Karalis",NA,"39.2169525","9.1128513","lapis"
