"","EDCS-ID","province","place","start_yr","end_yr_1","inscr_type1","inscr_type2","inscr_type3","...4","inscription","clean_text_interpretive_word","language","Latitude","Longitude","Material"
"1282","EDCS-08901174","Palaestina","Hebron / Al-Khalil",NA,NA,"tituli fabricationis",NA,NA,NA,"C(ohors) |(miliaria) T(hracum)","Cohors miliaria Thracum",NA,31.528902,35.0944873,"opus figlinae"
"1283","EDCS-16600336","Palaestina","Hefa / Haifa",NA,NA,"tituli sepulcrales",NA,NA,NA,"L(ucius) Anton[i]/us Valens / eques a/l(a)e sept/[ma]e PRSO","Lucius Antonius Valens eques alae septmae PRSO",NA,32.8191218,34.9983856,NA
"1284","EDCS-77400152","Palaestina","Horbat Qesari / Caesarea Maritima",NA,NA,NA,NA,NA,NA,NA,NA,"GR",32.4987775,34.8912663,"lapis"
"1285","EDCS-75800025","Palaestina","Horbat Qesari / Caesarea Maritima",NA,NA,"tituli honorarii",NA,NA,NA,"] / leg(ato) Aug(usti) pr(o) pr(aetore) / provinciae Syr(iae) / Palaestinae / M(arcus) [3]ntus(?) [","legato Augusti pro praetore provinciae Syriae Palaestinae Marcus ntus",NA,32.4987775,34.8912663,"lapis"
"1286","EDCS-00381010","Palaestina","Horbat Qesari / Caesarea Maritima",83,96,"tituli fabricationis",NA,NA,NA,"Imp(eratoris) Domi(tiani) Caesaris Aug(usti) Ger(manici)","Imperatoris Domitiani Caesaris Augusti Germanici",NA,32.4987775,34.8912663,"plumbum"
"1287","EDCS-52301812","Palaestina","Horbat Qesari / Caesarea Maritima",NA,NA,"tituli sacri",NA,NA,NA,"Ge/ni/o co/lo/ni/a(e) // agones ieroi // Apollo // Strato // Lysima/chos // Ctesipon // IAS // Straton // Asclepios // (H)ygia","Genio coloniae agones ieroi Apollo Strato Lysimachos Ctesipon IAS Straton Asclepios Hygia",NA,32.4987775,34.8912663,NA
"1288","EDCS-52301813","Palaestina","Horbat Qesari / Caesarea Maritima",NA,NA,NA,NA,NA,NA,"[Imp(eratori?) Caesa]ri [","Imperatori Caesari",NA,32.4987775,34.8912663,NA
"1289","EDCS-52301814","Palaestina","Horbat Qesari / Caesarea Maritima",NA,NA,NA,NA,NA,NA,"]MPO[3] / [3]ani f(ilius?) [","MPO ani filius",NA,32.4987775,34.8912663,NA
"1290","EDCS-52301815","Palaestina","Horbat Qesari / Caesarea Maritima",193,211,"tituli honorarii",NA,NA,NA,"[Imp(eratori) Caes(ari) L(ucio) Septimio Severo Pio(?) Pe]rtinac[i Aug(usto?)","Imperatori Caesari Lucio Septimio Severo Pio Pertinaci Augusto",NA,32.4987775,34.8912663,NA
"1291","EDCS-52301816","Palaestina","Horbat Qesari / Caesarea Maritima",244,249,NA,NA,NA,NA,"[Imp(eratori) Caes(ari) M(arco) Iulio Phil]ippo / [P(io) F(elici) Aug(usto)","Imperatori Caesari Marco Iulio Philippo Pio Felici Augusto",NA,32.4987775,34.8912663,NA
"1292","EDCS-52301817","Palaestina","Horbat Qesari / Caesarea Maritima",NA,NA,NA,NA,NA,NA,"Max]imia[nus(?) Aug(ustus)","Maximianus Augustus",NA,32.4987775,34.8912663,NA
"1293","EDCS-52301818","Palaestina","Horbat Qesari / Caesarea Maritima",NA,NA,NA,NA,NA,NA,"Imp(eratori) Caesari [3] / Aug(usto) [","Imperatori Caesari Augusto",NA,32.4987775,34.8912663,NA
"1294","EDCS-52301819","Palaestina","Horbat Qesari / Caesarea Maritima",NA,NA,NA,NA,NA,NA,"[Imp(eratori) Caesa]ri [3] / [3 Anto]nino(?) [Aug(usto)","Imperatori Caesari Antonino Augusto",NA,32.4987775,34.8912663,NA
"1295","EDCS-52301820","Palaestina","Horbat Qesari / Caesarea Maritima",NA,NA,NA,NA,NA,NA,"[Imp(eratori) Caes]ari [3] / [[","Imperatori Caesari",NA,32.4987775,34.8912663,NA
"1296","EDCS-52301821","Palaestina","Horbat Qesari / Caesarea Maritima",NA,NA,NA,NA,NA,NA,"Im[p(eratori?) Caes(ari)","Imperatori Caesari",NA,32.4987775,34.8912663,NA
"1297","EDCS-52301822","Palaestina","Horbat Qesari / Caesarea Maritima",NA,NA,NA,NA,NA,NA,"] Aug(usto?) [","Augusto",NA,32.4987775,34.8912663,NA
"1298","EDCS-52301823","Palaestina","Horbat Qesari / Caesarea Maritima",NA,NA,NA,NA,NA,NA,"[3]e Caes[ar","e Caesar",NA,32.4987775,34.8912663,NA
"1299","EDCS-52301824","Palaestina","Horbat Qesari / Caesarea Maritima",NA,NA,NA,NA,NA,NA,"vi]ctori / [semper(?) Aug(usto) 3]V / [","victori semper Augusto V",NA,32.4987775,34.8912663,NA
"1300","EDCS-52301825","Palaestina","Horbat Qesari / Caesarea Maritima",NA,NA,NA,NA,NA,NA,"I]nvict(o) [Aug(usto)","Invicto Augusto",NA,32.4987775,34.8912663,NA
"1301","EDCS-52301826","Palaestina","Horbat Qesari / Caesarea Maritima",120,125,"tituli honorarii",NA,NA,NA,"[L(ucio) Cosso]nio L(uci) f(ilio) S[tel(latina) Gallo] / [Vecil]io Cris[p]ino Ma[nsuanio] / [Marc]ellino Numi[sio Sabino] / [co(n)s(uli) VI]Ivir(o) epul(onum) [legato Imperatoris Hadri]/[ani Aug(usti) p]r(o) pr(aetore) [p]rovin[ciae Iudaeae leg(ato) pr(o)] / [pr(aetore) prov(inciae) Gal]atiae pro[co(n)s(uli) prov(inciae) Sard(iniae)] / [leg(ato) leg(ionis) I Itali(cae)] et leg(ionis) I[I Traian(ae) Fort(is)","Lucio Cossonio Luci filio Stellatina Gallo Vecilio Crispino Mansuanio Marcellino Numisio Sabino consuli VII viro epulonum legato Imperatoris Hadriani Augusti pro praetore provinciae Iudaeae legato pro praetore provinciae Galatiae proconsuli provinciae Sardiniae legato legionis I Italicae et legionis II Traianae Fortis",NA,32.4987775,34.8912663,"lapis"
"1302","EDCS-30100036","Palaestina","Horbat Qesari / Caesarea Maritima",165,167,"tituli honorarii",NA,NA,NA,"C(aio) Iulio Commodo / Orfitiano leg(ato) Augg(ustorum) pr(o) / pr(aetore) provinc(iae) Syr(iae) Pal(estinae) / L(ucius) Val(erius) Valeri Martialis p(rimi) p(ili) fil(ius) / Martialis IIvir col(oniae) I Fl(aviae) Aug(ustae) Caes(ariensis) // ob ex secunda mil(itia) m(erita)","Caio Iulio Commodo Orfitiano legato Auggustorum pro praetore provinciae Syriae Palestinae Lucius Valerius Valeri Martialis primi pili filius Martialis II vir coloniae I Flaviae Augustae Caesariensis ob ex secunda militia merita",NA,32.4987775,34.8912663,NA
"1303","EDCS-20900070","Palaestina","Horbat Qesari / Caesarea Maritima",165,167,NA,NA,NA,NA,"] / Fl(avi) Boethi co(n)s(ularis) [3] / [1]VA[","Flavi Boethi consularis VA",NA,32.4987775,34.8912663,NA
"1304","EDCS-52301827","Palaestina","Horbat Qesari / Caesarea Maritima",NA,NA,NA,NA,NA,NA,"]F OC[3] / C(aius) Aure[lius 3] / leg(atus) Aug(usti) [pr(o) pr(aetore)","F OC Caius Aurelius legatus Augusti pro praetore",NA,32.4987775,34.8912663,NA
"1305","EDCS-52301828","Palaestina","Horbat Qesari / Caesarea Maritima",NA,NA,"tituli honorarii",NA,NA,NA,"M]amilian[o] / [3 quaest(ori) pr]ovincia[e] / [3 aed(ili?) pleb]is pr(aetori) c[and(idato)","Mamiliano quaestori provinciae aedili plebis praetori candidato",NA,32.4987775,34.8912663,NA
"1306","EDCS-30100035","Palaestina","Horbat Qesari / Caesarea Maritima",151,230,"tituli honorarii",NA,NA,NA,"] / iurid(ico) per U[mbriam 3 leg(ato)] / Aug(usti) pr(o) pr(aetore) pr[ov(inciae) 3 curat(ori)] / aedium sacr[ar(um) leg(ato) Aug(usti) pr(o) pr(aetore)] provinc(iae) Syr[iae Palaest(inae) 3] / C(aius) Clodius Rom[3] / o(b) ex eq(uite) c[ent(urio?) ordinatus 3]","iuridico per Umbriam legato Augusti pro praetore provinciae curatori aedium sacrarum legato Augusti pro praetore provinciae Syriae Palaestinae Caius Clodius Rom ob ex equite centurio ordinatus",NA,32.4987775,34.8912663,NA
"1307","EDCS-03000804","Palaestina","Horbat Qesari / Caesarea Maritima",NA,NA,NA,NA,NA,NA,"leg(ato) Au]g(usti) pr[o pr(aetore)] / [provi]nc(iae) Syr(iae) [Pal(aestinae)] / [3]gim[","legato Augusti pro praetore provinciae Syriae Palaestinae gim",NA,32.4987775,34.8912663,NA
"1308","EDCS-52301829","Palaestina","Horbat Qesari / Caesarea Maritima",NA,NA,NA,NA,NA,NA,"le]g(ato) leg(ionis) VI F[err(atae)","legato legionis VI Ferratae",NA,32.4987775,34.8912663,NA
"1309","EDCS-52301830","Palaestina","Horbat Qesari / Caesarea Maritima",NA,NA,NA,NA,NA,NA,"] co(n)s(ul) sod[al 3] / [3]V P potui [3] / [3 sac]raru[m","consul sodal V P potui sacrarum",NA,32.4987775,34.8912663,NA
"1310","EDCS-52301831","Palaestina","Horbat Qesari / Caesarea Maritima",NA,NA,NA,NA,NA,NA,"tribun(o) mili]t(um) le[g(ionis) 3] / [3 Xvir(o) stlitibus] iud[icandis 3] / [3]SE[","tribuno militum legionis X viro stlitibus iudicandis SE",NA,32.4987775,34.8912663,NA
"1311","EDCS-52301806","Palaestina","Horbat Qesari / Caesarea Maritima",NA,NA,"tituli honorarii",NA,NA,NA,"Augusti Syriae] Palaest[in(ae)] / [3]s lib(ertus) alumnu[s] / [3]rioru[m(?)","Augusti Syriae Palaestinae s libertus alumnus riorum",NA,32.4987775,34.8912663,NA
"1312","EDCS-52301807","Palaestina","Horbat Qesari / Caesarea Maritima",NA,NA,NA,NA,NA,NA,"] Syriae [Palaestinae","Syriae Palaestinae",NA,32.4987775,34.8912663,NA
"1313","EDCS-52301808","Palaestina","Horbat Qesari / Caesarea Maritima",NA,NA,NA,NA,NA,NA,"Syriae(?)] Palae[stinae","Syriae Palaestinae",NA,32.4987775,34.8912663,NA
"1314","EDCS-52301809","Palaestina","Horbat Qesari / Caesarea Maritima",NA,NA,"tituli honorarii",NA,NA,NA,"] C(ai) f(ilio) Fab(ia) / [","Cai filio Fabia",NA,32.4987775,34.8912663,NA
"1315","EDCS-52301810","Palaestina","Horbat Qesari / Caesarea Maritima",NA,NA,NA,NA,NA,NA,"] / le[g(ionis) 3] / o(b) [3 m(erita)] / VAE[","legionis ob merita VAE",NA,32.4987775,34.8912663,NA
"1316","EDCS-52301811","Palaestina","Horbat Qesari / Caesarea Maritima",293,305,"tituli honorarii","tituli sacri",NA,NA,"D(omino) n(ostro) Flavio Valerio / Maximiano nobilis(simo) et fortis(simo) Caes(ari) / Aufid(ius) Priscus v(ir) p(erfectissimus) praes(es) prov(inciae) Pal(aestinae) / [d(evotus) N(umini) m(aiestati)q(ue)] eor(um)","Domino nostro Flavio Valerio Maximiano nobilissimo et fortissimo Caesari Aufidius Priscus vir perfectissimus praeses provinciae Palaestinae devotus Numini maiestati que eorum",NA,32.4987775,34.8912663,NA
"1317","EDCS-30100037","Palaestina","Horbat Qesari / Caesarea Maritima",NA,NA,NA,NA,NA,NA,"Spes bona / adiutorib(us) / offici(i) / custodiar(um)","Spes bona adiutoribus officii custodiarum",NA,32.4987775,34.8912663,NA
"1318","EDCS-30100038","Palaestina","Horbat Qesari / Caesarea Maritima",NA,NA,"tituli sacri",NA,NA,NA,"Sanct[o] / Genio fru[m]/entarioru[m] / omnia / felicia","Sancto Genio frumentariorum omnia felicia",NA,32.4987775,34.8912663,NA
"1319","EDCS-30100039","Palaestina","Horbat Qesari / Caesarea Maritima",NA,NA,NA,NA,NA,NA,"Cl(audius) Severus / cust(os) sc(holae) |(centurionum) / s(ua) p(ecunia) f(ecit)","Claudius Severus custos scholae centurionum sua pecunia fecit",NA,32.4987775,34.8912663,NA
"1320","EDCS-30100040","Palaestina","Horbat Qesari / Caesarea Maritima",130,132,"tituli honorarii","tituli sacri",NA,NA,"[Imp(eratori) Caes(ari) divi Traiani Parth(ici) f(ilio) divi Nervae nep(oti) Traiano Hadriano] / Aug(usto) pont(ifici) ma[x(imo) tr(ibunicia) pot(estate) XIV(?) co(n)s(uli) III p(atri) p(atriae)] / b(eneficiarii) Tinei Rufi [legati Augusti pro praetore","Imperatori Caesari divi Traiani Parthici filio divi Nervae nepoti Traiano Hadriano Augusto pontifici maximo tribunicia potestate XIV consuli III patri patriae beneficiarii Tinei Rufi legati Augusti pro praetore",NA,32.4987775,34.8912663,NA
"1321","EDCS-52301761","Palaestina","Horbat Qesari / Caesarea Maritima",NA,NA,"tituli honorarii",NA,NA,NA,"]MA[3 trib(uno) mil(itum) leg(ionis)] / [3 p]raef(ecto) ala[e 3] / [3] praef(ecto) clas[sis 3] / [3 p]roc(uratori) Aug(usti) p[rovi(nciae)","MA tribuno militum legionis praefecto alae praefecto classis procuratori Augusti provinciae",NA,32.4987775,34.8912663,NA
"1322","EDCS-52301762","Palaestina","Horbat Qesari / Caesarea Maritima",NA,NA,NA,NA,NA,NA,"] proc(uratori) / [Aug(usti) 3 pro]v(inciae) Syr(iae) / [Palaest(inae)","procuratori Augusti provinciae Syriae Palaestinae",NA,32.4987775,34.8912663,NA
"1323","EDCS-52301766","Palaestina","Horbat Qesari / Caesarea Maritima",NA,NA,"tituli honorarii",NA,NA,NA,"[3]ianum v(irum) e(gregium) / [procurat(orem) Aug(usti)] nostri / [3 |(centurio?)] ex cornicul(ario) / [eiu]s / [praepositum et patronu]m incomparabilem","ianum virum egregium procuratorem Augusti nostri centurio ex corniculario eius praepositum et patronum incomparabilem",NA,32.4987775,34.8912663,NA
"1324","EDCS-52301767","Palaestina","Horbat Qesari / Caesarea Maritima",NA,NA,NA,NA,NA,NA,"] / [procu]r(atori) [Au]ugg(ustorum) [nn(ostrorum)] / [pr]ovinc(iae) Syr(iae) Palae[st(inae)] / [3]us A[3]T[","procuratori Auuggustorum nnostrorum provinciae Syriae Palaestinae us A T",NA,32.4987775,34.8912663,NA
"1325","EDCS-52301768","Palaestina","Horbat Qesari / Caesarea Maritima",NA,NA,"tituli honorarii",NA,NA,NA,"[[A[3]]] / [[proc(uratori) [Aug(usti) 3]]] / [[[IAGO[3]]] / [[IEG[3]]] / [[IM[3]]] / [[II[1]R[3]]] / [OL[3]]] / [[OB[3]]]","A procuratori Augusti IAGO IEG IM II R OL OB",NA,32.4987775,34.8912663,NA
"1326","EDCS-52301769","Palaestina","Horbat Qesari / Caesarea Maritima",NA,NA,NA,NA,NA,NA,"]I leg(onis) VI[3] / [3] CC L[3] / [3]T[","I legonis VI CC L T",NA,32.4987775,34.8912663,NA
"1327","EDCS-52301771","Palaestina","Horbat Qesari / Caesarea Maritima",NA,NA,NA,NA,NA,NA,"procu]r(atori?) pro[vinc(iae)] / [Syr(iae) Palaest(inae)","procuratori provinciae Syriae Palaestinae",NA,32.4987775,34.8912663,NA
"1328","EDCS-52301773","Palaestina","Horbat Qesari / Caesarea Maritima",NA,NA,NA,NA,NA,NA,"]VD[3] / [3 tr]ib(uno?) m[ilit(um) leg(ionis)","VD tribuno militum legionis",NA,32.4987775,34.8912663,NA
"1329","EDCS-52301774","Palaestina","Horbat Qesari / Caesarea Maritima",NA,NA,NA,NA,NA,NA,"ex 3]ario |[h(onoris)] c(ausa)","ex ario honoris causa",NA,32.4987775,34.8912663,NA
"1330","EDCS-52301775","Palaestina","Horbat Qesari / Caesarea Maritima",NA,NA,NA,NA,NA,NA,"Felic[i]ter","Feliciter",NA,32.4987775,34.8912663,NA
"1331","EDCS-52301776","Palaestina","Horbat Qesari / Caesarea Maritima",NA,NA,"tituli operum",NA,NA,NA,"] opt(io?) / [3 impendio s]uo fec(it)","optio impendio suo fecit",NA,32.4987775,34.8912663,NA
"1332","EDCS-52301777","Palaestina","Horbat Qesari / Caesarea Maritima",NA,NA,NA,NA,NA,NA,"]BV[","BV",NA,32.4987775,34.8912663,NA
"1333","EDCS-52301780","Palaestina","Horbat Qesari / Caesarea Maritima",NA,NA,NA,NA,NA,NA,"]BO[3] / [3]NTO[3] / [3]AT[","BO NTO AT",NA,32.4987775,34.8912663,NA
"1334","EDCS-52301782","Palaestina","Horbat Qesari / Caesarea Maritima",NA,NA,NA,NA,NA,NA,"L(ucius?) A[3] / R[","Lucius A R",NA,32.4987775,34.8912663,NA
"1335","EDCS-52301784","Palaestina","Horbat Qesari / Caesarea Maritima",NA,NA,NA,NA,NA,NA,"]LI[","LI",NA,32.4987775,34.8912663,NA
"1336","EDCS-52301785","Palaestina","Horbat Qesari / Caesarea Maritima",NA,NA,NA,NA,NA,NA,"P]rocu[lus(?)","Proculus",NA,32.4987775,34.8912663,NA
"1337","EDCS-52301786","Palaestina","Horbat Qesari / Caesarea Maritima",NA,NA,NA,NA,NA,NA,"[3]S DE[","S DE",NA,32.4987775,34.8912663,NA
"1338","EDCS-52301787","Palaestina","Horbat Qesari / Caesarea Maritima",NA,NA,NA,NA,NA,NA,"]OVI[","OVI",NA,32.4987775,34.8912663,NA
"1339","EDCS-52301788","Palaestina","Horbat Qesari / Caesarea Maritima",NA,NA,NA,NA,NA,NA,"]sso / [ // ] / Fid[3] / V[","sso Fid V",NA,32.4987775,34.8912663,NA
"1340","EDCS-52301789","Palaestina","Horbat Qesari / Caesarea Maritima",NA,NA,NA,NA,NA,NA,"] optim[o(?)","optimo",NA,32.4987775,34.8912663,NA
"1341","EDCS-52301790","Palaestina","Horbat Qesari / Caesarea Maritima",NA,NA,NA,NA,NA,NA,"p]erpetuo O[3] / [3]ntio P(ubli) f(ilio) [","perpetuo O ntio Publi filio",NA,32.4987775,34.8912663,NA
"1342","EDCS-52301791","Palaestina","Horbat Qesari / Caesarea Maritima",NA,NA,NA,NA,NA,NA,"]O[3] / [3]IO[","O IO",NA,32.4987775,34.8912663,NA
"1343","EDCS-52301792","Palaestina","Horbat Qesari / Caesarea Maritima",NA,NA,NA,NA,NA,NA,"]ius C[","ius C",NA,32.4987775,34.8912663,NA
"1344","EDCS-52301793","Palaestina","Horbat Qesari / Caesarea Maritima",NA,NA,NA,NA,NA,NA,"] veter[","veter",NA,32.4987775,34.8912663,NA
"1345","EDCS-52301794","Palaestina","Horbat Qesari / Caesarea Maritima",NA,NA,NA,NA,NA,NA,"]SIA[","SIA",NA,32.4987775,34.8912663,NA
"1346","EDCS-52301795","Palaestina","Horbat Qesari / Caesarea Maritima",NA,NA,NA,NA,NA,NA,"]RIA[3] / [3]RII[","RIA RII",NA,32.4987775,34.8912663,NA
"1347","EDCS-52301796","Palaestina","Horbat Qesari / Caesarea Maritima",NA,NA,NA,NA,NA,NA,"]EP[3] / [3]OV[","EP OV",NA,32.4987775,34.8912663,NA
"1348","EDCS-52301797","Palaestina","Horbat Qesari / Caesarea Maritima",NA,NA,NA,NA,NA,NA,"] / L(ucius?) A[3] / P[","Lucius A P",NA,32.4987775,34.8912663,NA
"1349","EDCS-52301798","Palaestina","Horbat Qesari / Caesarea Maritima",NA,NA,NA,NA,NA,NA,"]APO / [","APO",NA,32.4987775,34.8912663,NA
"1350","EDCS-52301799","Palaestina","Horbat Qesari / Caesarea Maritima",NA,NA,NA,NA,NA,NA,"]MA[","MA",NA,32.4987775,34.8912663,NA
"1351","EDCS-52301800","Palaestina","Horbat Qesari / Caesarea Maritima",NA,NA,NA,NA,NA,NA,"]EMO[","EMO",NA,32.4987775,34.8912663,NA
"1352","EDCS-52301801","Palaestina","Horbat Qesari / Caesarea Maritima",NA,NA,NA,NA,NA,NA,"]IR[","IR",NA,32.4987775,34.8912663,NA
"1353","EDCS-52301802","Palaestina","Horbat Qesari / Caesarea Maritima",NA,NA,"tituli sepulcrales",NA,NA,NA,"D(is) M(anibus) / C(aius) Allius Iustus / m[i]les leg(ionis) X Fre(tensis) / v[ix(it) an(nos)] XXV","Dis Manibus Caius Allius Iustus miles legionis X Fretensis vixit annos XXV",NA,32.4987775,34.8912663,NA
"1354","EDCS-52301803","Palaestina","Horbat Qesari / Caesarea Maritima",NA,NA,NA,NA,NA,NA,"leg(ionis?) V]I Ferr[atae","legionis VI Ferratae",NA,32.4987775,34.8912663,NA
"1355","EDCS-52301804","Palaestina","Horbat Qesari / Caesarea Maritima",NA,NA,NA,NA,NA,NA,"le]gio[nis(?)","legionis",NA,32.4987775,34.8912663,NA
"1356","EDCS-52301805","Palaestina","Horbat Qesari / Caesarea Maritima",NA,NA,NA,NA,NA,NA,"] Gall(orum)","Gallorum",NA,32.4987775,34.8912663,NA
"1357","EDCS-30100033","Palaestina","Horbat Qesari / Caesarea Maritima",NA,NA,"tituli operum","tituli sepulcrales",NA,NA,"]A[3] / [3]nus IIvi[r i(ure) d(icundo)] / [3]dorus dec[urio] / [c(oloniae) 3 fra]tres et here[des] / [3 cu]m basi [pos(uerunt?)]","A nus II vir iure dicundo dorus decurio coloniae fratres et heredes cum basi posuerunt",NA,32.4987775,34.8912663,NA
"1358","EDCS-52301727","Palaestina","Horbat Qesari / Caesarea Maritima",NA,NA,NA,NA,NA,NA,"] haruspici [","haruspici",NA,32.4987775,34.8912663,NA
"1359","EDCS-52301728","Palaestina","Horbat Qesari / Caesarea Maritima",NA,NA,NA,NA,NA,NA,"] / col(oniae) I(?) [Flav(iae) Aug(ustae) Caes(ariensis)] / o(b) [","coloniae I Flaviae Augustae Caesariensis ob",NA,32.4987775,34.8912663,NA
"1360","EDCS-52301729","Palaestina","Horbat Qesari / Caesarea Maritima",NA,NA,NA,NA,NA,NA,"]sae[","sae",NA,32.4987775,34.8912663,NA
"1361","EDCS-52301730","Palaestina","Horbat Qesari / Caesarea Maritima",NA,NA,NA,NA,NA,NA,"]ICA[","ICA",NA,32.4987775,34.8912663,NA
"1362","EDCS-66800023","Palaestina","Horbat Qesari / Caesarea Maritima",83,96,"tituli fabricationis","tituli possessionis",NA,NA,"Imp(eratoris) Domit(iani) Caesaris Aug(usti) Ger(manici) // Met(alla) Dard(anica) // CLO // Sub C(aio) Cal(purnio?) // S(ub) C(aio) Cal(purnio?) // Caes(ura?) XXCCVII // CLXXXVII(librae) // NE[1]IA // P(ubli?) T() R() // P(ubli?) T() R()","Imperatoris Domitiani Caesaris Augusti Germanici Metalla Dardanica CLO Sub Caio Calpurnio Sub Caio Calpurnio Caesura XXCCVII CLXXXVIIlibrae NE IA Publi T R Publi T R",NA,32.4987775,34.8912663,NA
"1363","EDCS-66800024","Palaestina","Horbat Qesari / Caesarea Maritima",83,96,"tituli fabricationis","tituli possessionis",NA,NA,"Imp(eratoris) Domit(iani) Caesaris Aug(usti) Ger(manici) // Met(alla) Dard(anica) // CLO // Sub [C(aio) Cal(purnio?)] // S(ub) C(aio) C[al(purnio?)] // Caes(ura?) CCXV // CCXV(librae) // NE[1 IA] // P(ubli?) T() R() // P(ubli?) T() R()","Imperatoris Domitiani Caesaris Augusti Germanici Metalla Dardanica CLO Sub Caio Calpurnio Sub Caio Calpurnio Caesura CCXV CCXVlibrae NE IA Publi T R Publi T R",NA,32.4987775,34.8912663,NA
"1364","EDCS-66800025","Palaestina","Horbat Qesari / Caesarea Maritima",84,96,"tituli possessionis",NA,NA,NA,"Imp(eratoris) [Domit(iani) Caes]ar[is Aug(usti) G]er(manici) // C[aes(ura?) CCXV]","Imperatoris Domitiani Caesaris Augusti Germanici Caesura CCXV",NA,32.4987775,34.8912663,NA
"1365","EDCS-66800026","Palaestina","Horbat Qesari / Caesarea Maritima",84,96,"tituli possessionis",NA,NA,NA,"] / [Caes(ura?) 3]CC[","Caesura CC",NA,32.4987775,34.8912663,NA
"1366","EDCS-52301735","Palaestina","Horbat Qesari / Caesarea Maritima",NA,NA,NA,NA,NA,NA,"T(itus?) A[3] / Po[","Titus A Po",NA,32.4987775,34.8912663,NA
"1367","EDCS-52301736","Palaestina","Horbat Qesari / Caesarea Maritima",NA,NA,NA,NA,NA,NA,"L(ucio) Anton[io 3] / Epaphro[dito 3] / Maiori [3] / L(ucius) Val[3]S[ //","Lucio Antonio Epaphrodito Maiori Lucius Val S","GR",32.4987775,34.8912663,NA
"1368","EDCS-52301737","Palaestina","Horbat Qesari / Caesarea Maritima",NA,NA,NA,NA,NA,NA,"]ora [3] / [3 C]apito [","ora Capito",NA,32.4987775,34.8912663,NA
"1369","EDCS-52301738","Palaestina","Horbat Qesari / Caesarea Maritima",NA,NA,NA,NA,NA,NA,"]o Cilo[ni(?)","o Ciloni",NA,32.4987775,34.8912663,NA
"1370","EDCS-52301739","Palaestina","Horbat Qesari / Caesarea Maritima",NA,NA,NA,NA,NA,NA,"] Domit[3] / [3]P[","Domit P",NA,32.4987775,34.8912663,NA
"1371","EDCS-52301740","Palaestina","Horbat Qesari / Caesarea Maritima",NA,NA,NA,NA,NA,NA,"[3] Eburi/[us V]alenti/nus","Eburius Valentinus",NA,32.4987775,34.8912663,NA
"1372","EDCS-52301741","Palaestina","Horbat Qesari / Caesarea Maritima",NA,NA,NA,NA,NA,NA,"Eut]ychu[s 3] / [3]ATP[3] / [3]PRA[","Eutychus ATP PRA",NA,32.4987775,34.8912663,NA
"1373","EDCS-52301742","Palaestina","Horbat Qesari / Caesarea Maritima",NA,NA,NA,NA,NA,NA,"] / V[3] / FOR[3] / V[","V FOR V",NA,32.4987775,34.8912663,NA
"1374","EDCS-52301743","Palaestina","Horbat Qesari / Caesarea Maritima",NA,NA,NA,NA,NA,NA,"] / ID[3] / Marci[","ID Marci",NA,32.4987775,34.8912663,NA
"1375","EDCS-52301744","Palaestina","Horbat Qesari / Caesarea Maritima",NA,NA,NA,NA,NA,NA,"]o Iuni[3] / [3]ae lib(ert) [","o Iuni ae libert",NA,32.4987775,34.8912663,NA
"1376","EDCS-52301745","Palaestina","Horbat Qesari / Caesarea Maritima",NA,NA,NA,NA,NA,NA,"[3] opti[mus(?)","optimus",NA,32.4987775,34.8912663,NA
"1377","EDCS-52301746","Palaestina","Horbat Qesari / Caesarea Maritima",NA,NA,NA,NA,NA,NA,"[3] Pompo[nio(?)","Pomponio",NA,32.4987775,34.8912663,NA
"1378","EDCS-52301747","Palaestina","Horbat Qesari / Caesarea Maritima",NA,NA,NA,NA,NA,NA,"R]ufi Ti[3] / [3]ET[","Rufi Ti ET",NA,32.4987775,34.8912663,NA
"1379","EDCS-52301748","Palaestina","Horbat Qesari / Caesarea Maritima",NA,NA,NA,NA,NA,NA,"] / Septim[ius(?)","Septimius",NA,32.4987775,34.8912663,NA
"1380","EDCS-52301749","Palaestina","Horbat Qesari / Caesarea Maritima",NA,NA,NA,NA,NA,NA,"]us Syr[","us Syr",NA,32.4987775,34.8912663,NA
"1381","EDCS-52301750","Palaestina","Horbat Qesari / Caesarea Maritima",NA,NA,NA,NA,NA,NA,"[3]teius [3] / [3 t]eius(?) [","teius teius",NA,32.4987775,34.8912663,NA
"1382","EDCS-52301751","Palaestina","Horbat Qesari / Caesarea Maritima",NA,NA,NA,NA,NA,NA,"] et Va[3] / [3]ntis [","et Va ntis",NA,32.4987775,34.8912663,NA
"1383","EDCS-52301752","Palaestina","Horbat Qesari / Caesarea Maritima",NA,NA,NA,NA,NA,NA,"]F H[","F H",NA,32.4987775,34.8912663,NA
"1384","EDCS-52301753","Palaestina","Horbat Qesari / Caesarea Maritima",NA,NA,NA,NA,NA,NA,"] AV[3] / [3] fil(ius?) V[","AV filius V",NA,32.4987775,34.8912663,NA
"1385","EDCS-52301754","Palaestina","Horbat Qesari / Caesarea Maritima",NA,NA,NA,NA,NA,NA,"[3]SER[","SER",NA,32.4987775,34.8912663,NA
"1386","EDCS-52301755","Palaestina","Horbat Qesari / Caesarea Maritima",NA,NA,NA,NA,NA,NA,"[3]idi Pr[","idi Pr",NA,32.4987775,34.8912663,NA
